NOME;LOGRADOURO;BAIRRO;TIPO;LATITUDE;LONGITUDE
MORADIAS CORBELIA, C M E I;RUA VICTOR GRYCAJUK 121;SAO MIGUEL;PÚBLICA;-25,5078274;-49,3546977
CLAUDIO ABRAMO, E M JORN CEI-EF;RUA OURO VERDE 655;CAPAO RASO;PÚBLICA;-25,5078538;-49,3018267
PARQUE INDUSTRIAL, C M E I;RUA OURO VERDE 879;CAPAO RASO;PÚBLICA;-25,5078773;-49,3042839
NOSSA SRA DA LUZ DOS PINHAIS E M-EI EF;RUA DAVI XAVIER DA SILVA 841;CIC;PÚBLICA;-25,50795115;-49,32487545
MORADIAS BELEM, C M E I;RUA DIOGO MUGIATTI 530;BOQUEIRAO;PÚBLICA;-25,5089199;-49,2241832
DARIO P C VELLOZO, E M PROF-EI EF;RUA DESEMBARGADOR CID CAMPELO 4630;CIC;PÚBLICA;-25,5095709;-49,3351542
TIA EVA, C M E I;RUA DENILSON FELIPE DE LIMA 113;CIC;PÚBLICA;-25,5096016;-49,3270459
DEMAWE, C M E I;RUA CONSTANTINO JOSE DE ALMEIDA 311;XAXIM;PÚBLICA;-25,5097798;-49,2677613
LAPA, E M-EI EF;RUA DIOGO MUGGIATI 1292;BOQUEIRAO;PÚBLICA;-25,51025276;-49,22836066
LOURDES ARAUJO CANET, C M E I;RUA CAPITAO ARGEMIRO MONTEIRO WANDERLEY 1371;CAPAO RASO;PÚBLICA;-25,5110463;-49,3083169
BRASILIO V DE CASTRO, C E PROF-EF M PROF;RUA SANTA ANGELA DE FOLIGNO 45;CIC;PÚBLICA;-25,5116357;-49,3200663
PARANAVAI, E M-EI EF;RUA PEDRO SIEMENS 691;XAXIM;PÚBLICA;-25,5122558;-49,2662323
OTTO BRACARENSE COSTA, E M-EI EF;RUA DESEMBARGADOR CID CAMPELO 4151;CIC;PÚBLICA;-25,5126788;-49,3318771
OSWALDO CRUZ I, C M E I;RUA PADRE GASTON 152;CIC;PÚBLICA;-25,5127918;-49,3233635
SANTO AGOSTINHO, C E-EF M;RUA CASCAVEL 1600;BOQUEIRAO;PÚBLICA;-25,514154;-49,2465333
ALCYONE M C VELLOZO, C E PROF-EF M;AVENIDA GOVERNADOR CARLOS LACERDA 0;CIC;PÚBLICA;-25,5142522;-49,3262228
ESTACAO BARIGUI, C M E I;RUA RAUL MACHADO BERGES 191;CIC;PÚBLICA;-25,5145061;-49,331698
TANCREDO DE A NEVES, E M PRES-EI EF;RUA DESEMBARGADOR CID CAMPELO 7588;CIC;PÚBLICA;-25,5148056;-49,328943
ARLINDO CARVALHO DE AMORIM, C E C-M-EF M;RUA DESEMBARGADOR CID CAMPELO 6301;CIC;PÚBLICA;-25,5148056;-49,328943
TOMAZ E A VIEIRA, E M-EI EF MOD ED ESP;AV WINSTON CHURCHILL 2121;CAPAO RASO;PÚBLICA;-25,5152724;-49,2955252
MARIA CANDIDA FANKIN ABRAO, C M A E E;RUA LEON NICOLAS 0;PINHEIRINHO;PÚBLICA;-25,51539045;-49,29415866
LUZ DO AMANHA, C M E I;RUA DES CID CAMPELO 3725;CIC;PÚBLICA;-25,5153926;-49,328429
OSWALDO CRUZ II, C M E I;RUA ANGELINA TURESSO CAVALIN 90;CIC;PÚBLICA;-25,51548344;-49,3261812
JOAQUIM TAVORA, E M-EI EF;RUA ANGELINA TURESSO CAVALIM 90;CIC;PÚBLICA;-25,51569465;-49,32617281
RONALDO VADSON SCHWANTES, C M A E E;RUA MANOEL VALDOMIRO DE MACEDO 2791;CIC;PÚBLICA;-25,5159556;-49,321704
SAO PEDRO APOSTOLO, C E-EF M PROFIS;RUA PRIMEIRO DE MAIO 1160;XAXIM;PÚBLICA;-25,5159557;-49,2751623
URANO, C M E I;RUA NOVA FATIMA 100;XAXIM;PÚBLICA;-25,5161583;-49,2733439
JOAO PAULO II, C E-EF M;RUA JOAO BARBOSA DE ALMEIDA 545;XAXIM;PÚBLICA;-25,5163705;-49,2696631
ITAMARATI, C M E I;RUA TENENTE ANTONIO PUPO 527;XAXIM;PÚBLICA;-25,5177325;-49,266115
ISIS SANSON MONTE SERRAT, C M E I;RUA JOSE RODRIGUES PINHEIRO 2729;CIC;PÚBLICA;-25,5178399;-49,3181153
INDEPENDENCIA, C M E I;RUA JOSE OSIRES BAGLIOLI 262;PINHEIRINHO;PÚBLICA;-25,5178447;-49,276802
LEONEL MORO, E M PROF-EF;RUA JOSE OSIRES BAGLIOLI 262;PINHEIRINHO;PÚBLICA;-25,5178447;-49,276802
LUIZA ROSS, C E PROFA-EF M;RUA MAESTRO CARLOS FRANK 616;BOQUEIRAO;PÚBLICA;-25,5179261;-49,2300255
JOAO LOYOLA, C E PROF-EF M;RUA MARIO GOMES CESAR 580;PINHEIRINHO;PÚBLICA;-25,51846015;-49,30003833
BOQUEIRAO, C M E I;RUA CASCAVEL 2180;BOQUEIRAO;PÚBLICA;-25,5189748;-49,2441293
JURANDYR B MOCKELL, E M PROFA-EI EF;RUA BRIGADEIRO EDUARDO GOMES 270;PINHEIRINHO;PÚBLICA;-25,5191161;-49,2867489
PINHEIRINHO, C M E I;RUA BRIGADEIRO EDUARDO GOMES 270;PINHEIRINHO;PÚBLICA;-25,5191161;-49,2867489
JOSE LAMARTINE C O LYRA, E M CEI-EF;RUA CAROLINA DOS ANJOS 94;PINHEIRINHO;PÚBLICA;-25,5192872;-49,305949
NOSSA SRA APARECIDA, C E-EF M;RUA JOSE OSIRES BAGLIOLI 430;XAXIM;PÚBLICA;-25,5210284;-49,2792737
LEONOR CASTELLANO, E M-EF;RUA MAESTRO CARLOS FRANK 2114;BOQUEIRAO;PÚBLICA;-25,5211956;-49,2381025
FRANCISCO FRISCHMANN, E M CEI-EI EF;RUA CID MARCONDES DE ALBUQUERQUE 2640;PINHEIRINHO;PÚBLICA;-25,521903;-49,2718229
ERALDO KUSTER, C M E I DR;RUA LEONARDO PIANOWSKI 911;PINHEIRINHO;PÚBLICA;-25,5221024;-49,3052496
DAVID CARNEIRO, E M CEI-EI EF;RUA JOAO BATISTA ZAGONEL PASSOS 1197;XAXIM;PÚBLICA;-25,5230778;-49,2668511
SAO MATEUS DO SUL, E M-EI EF;RUA ORESTES CODEGA 165;PINHEIRINHO;PÚBLICA;-25,5236715;-49,2975224
MARIA A JOUVE, E M PROFA CEI-EI EF;RUA PASTOR ANTONIO POLITO 1171;ALTO BOQUEIRAO;PÚBLICA;-25,5240499;-49,2337581
EDMUNDO LEMANSKI, C M E I;RUA ABRAO JAK DUCK 515;XAXIM;PÚBLICA;-25,5244047;-49,2661454
CASTRO, E M-EI EF;RUA AYRTON PIZZATTO GUSI 241;XAXIM;PÚBLICA;-25,52501403;-49,2565436
MORADIAS GRAMADOS, C M E I;RUA DR PEDRO ZAVASKI 1393;PINHEIRINHO;PÚBLICA;-25,5253182;-49,2671723
PIRATINI, E M-EI EF;RUA JOAO MALTA DE ALBUQUERQUE MARANHAO 101;PINHEIRINHO;PÚBLICA;-25,5254761;-49,28579
EUCALIPTOS, C M E I;RUA SALVADOR EVANGELISTA 157;ALTO BOQUEIRAO;PÚBLICA;-25,5266212;-49,2440319
HORTENCIAS, C M E I;RUA MARILANDIA DO SUL 230;ALTO BOQUEIRAO;PÚBLICA;-25,5267195;-49,2349786
TIRADENTES, C M E I;RUA FRANCISCO CECCON 153;ALTO BOQUEIRAO;PÚBLICA;-25,527654;-49,2478342
